"Participant","RT","symb1","symb2","choice","condition"
"P12",0.816430225336,"E","D","E","B"
"P12",0.799734871166,"C","E","C","B"
"P12",0.849782257276,"D","F","D","B"
"P12",0.566542847046,"A","C","C","B"
"P12",0.583171353599,"F","B","B","B"
"P12",0.533214159292,"C","D","C","B"
"P12",0.633165804768,"F","D","D","B"
"P12",0.466551758257,"F","C","C","B"
"P12",0.466575992662,"C","A","C","B"
"P12",0.61649044744,"E","B","B","B"
"P12",0.549906307471,"F","B","B","B"
"P12",0.866405356351,"D","F","D","B"
"P12",0.466562482989,"D","B","D","B"
"P12",1.04969264893,"D","C","C","B"
"P12",0.916382015173,"B","E","B","B"
"P12",0.649871155856,"A","F","A","B"
"P12",0.733169287449,"A","E","A","B"
"P12",0.63318987376,"C","D","C","B"
"P12",0.566536735814,"E","D","D","B"
"P12",0.683204150345,"E","C","C","B"
"P12",0.716466342359,"B","F","B","B"
"P12",1.11635213269,"D","E","D","B"
"P12",0.566532227578,"C","E","C","B"
"P12",0.783109627747,"C","F","C","B"
"P12",0.933059426621,"D","A","A","B"
"P12",0.683141895174,"F","E","E","B"
"P12",0.53320775934,"A","D","A","B"
"P12",0.749826088526,"A","B","B","B"
"P12",0.583156021383,"A","C","C","B"
"P12",0.516506336042,"C","B","C","B"
"P12",0.866445960557,"F","A","A","B"
"P12",0.683147922196,"E","A","A","B"
"P12",0.683132863663,"B","D","B","B"
"P12",1.01638352193,"E","F","F","B"
"P12",0.516584997105,"B","C","C","B"
"P12",0.849728191517,"B","A","A","B"
"P12",0.46658943617,"B","F","B","B"
"P12",0.649833396741,"F","A","A","B"
"P12",0.549862521334,"B","E","B","B"
"P12",0.599839580153,"A","F","F","B"
"P12",0.566462751408,"D","E","D","B"
"P12",0.899742026,"E","F","E","B"
"P12",0.866437298968,"B","A","A","B"
"P12",0.549871327283,"C","D","C","B"
"P12",0.666419127675,"C","B","C","B"
"P12",1.31622481936,"E","D","D","B"
"P12",0.699879336245,"B","C","C","B"
"P12",0.716469834062,"F","B","B","B"
"P12",0.983068434072,"E","B","B","B"
"P12",0.666493815836,"A","D","D","B"
"P12",0.816257390546,"D","F","D","B"
"P12",0.499875733265,"C","A","C","B"
"P12",0.616509686393,"E","A","A","B"
"P12",0.499890241427,"E","C","C","B"
"P12",0.766480104661,"A","E","A","B"
"P12",0.616527665205,"F","D","D","B"
"P12",0.466540874129,"B","D","B","B"
"P12",1.24961626755,"D","B","D","B"
"P12",0.949700287968,"D","C","C","B"
"P12",0.433220002857,"C","F","C","B"
"P12",1.16634356433,"D","A","D","B"
"P12",0.533197473703,"F","E","E","B"
"P12",0.466542642537,"A","C","C","B"
"P12",0.533215287103,"F","C","C","B"
"P12",0.533206772881,"A","B","A","B"
"P12",0.549854458237,"C","E","C","B"
"P12",0.466550434959,"E","C","C","B"
"P12",0.549880620446,"D","B","D","B"
"P12",0.549864801017,"B","D","B","B"
"P12",0.749817724679,"D","E","E","B"
"P12",0.566544934249,"F","D","D","B"
"P12",0.48320748265,"C","A","C","B"
"P12",0.53318225878,"F","B","B","B"
"P12",0.649825715596,"F","A","A","B"
"P12",0.699792332388,"D","C","C","B"
"P12",0.683160301051,"B","E","B","B"
"P12",0.499865979955,"A","C","C","B"
"P12",0.616491945173,"A","D","A","B"
"P12",0.499840566612,"F","C","C","B"
"P12",0.549873640048,"F","E","E","B"
"P12",0.616531244126,"D","F","F","B"
"P12",0.933113260803,"A","E","A","B"
"P12",1.18299542409,"A","B","A","B"
"P12",0.566531075706,"B","A","A","B"
"P12",0.566508979632,"C","D","C","B"
"P12",0.483238020767,"C","E","C","B"
"P12",0.999722077278,"D","A","D","B"
"P12",0.483176607695,"C","F","C","B"
"P12",0.76646897091,"E","D","E","B"
"P12",0.683213193886,"E","F","F","B"
"P12",0.683157212352,"A","F","A","B"
"P12",0.932991833144,"B","F","B","B"
"P12",0.933049372561,"E","A","A","B"
"P12",0.749819589326,"C","B","C","B"
"P12",1.26612685318,"B","C","B","B"
"P12",0.883094054932,"E","B","B","B"
"P13",1.06637117927,"C","E","C","B"
"P13",0.966378725052,"B","A","A","B"
"P13",0.849746479551,"B","C","C","B"
"P13",0.816444046119,"C","B","C","B"
"P13",1.03302901396,"B","F","B","B"
"P13",0.816419020837,"C","F","C","B"
"P13",0.899800110526,"A","D","A","B"
"P13",0.949779378429,"F","D","F","B"
"P13",0.749817047177,"D","C","C","B"
"P13",0.933062363958,"B","E","E","B"
"P13",0.783254468559,"F","A","A","B"
"P13",0.749846818269,"D","B","B","B"
"P13",0.899729425608,"E","A","A","B"
"P13",0.899731293257,"D","F","F","B"
"P13",1.09968414492,"B","D","B","B"
"P13",1.09968225621,"C","D","C","B"
"P13",1.06636728458,"F","E","F","B"
"P13",0.749817573485,"A","B","A","B"
"P13",0.633162904178,"A","C","A","B"
"P13",0.833113133311,"F","C","C","B"
"P13",0.716472683391,"D","A","A","B"
"P13",0.916418726105,"E","D","E","B"
"P13",1.01639742108,"E","B","B","B"
"P13",0.833124074541,"F","B","F","B"
"P13",0.666526675263,"E","C","C","B"
"P13",0.966381437804,"D","E","E","B"
"P13",1.11621637651,"E","F","F","B"
"P13",0.849618742644,"C","A","A","B"
"P13",0.749787324203,"A","E","A","B"
"P13",0.799762147044,"A","F","A","B"
"P13",0.833072817975,"C","B","C","B"
"P13",0.799799313541,"F","C","C","B"
"P13",0.649830150787,"A","D","A","B"
"P13",0.949726885787,"D","F","F","B"
"P13",0.816457089581,"A","C","A","B"
"P13",1.04969746356,"F","B","F","B"
"P13",0.949777101761,"A","F","A","B"
"P13",0.783167985324,"D","A","A","B"
"P13",0.916418933621,"D","E","E","B"
"P13",0.683167777806,"C","E","C","B"
"P13",1.13300682173,"E","F","E","B"
"P13",0.81650588903,"C","A","C","B"
"P13",0.683168878546,"D","C","C","B"
"P13",0.749792821885,"B","A","A","B"
"P13",0.849779706243,"F","D","F","B"
"P13",0.949741054048,"E","D","E","B"
"P13",0.916388479829,"F","A","A","B"
"P13",0.74977578749,"C","F","C","B"
"P13",0.616522770044,"A","E","A","B"
"P13",0.533188115924,"E","C","C","B"
"P13",0.733133057896,"B","E","E","B"
"P13",0.549859136929,"E","A","A","B"
"P13",0.549896956049,"B","C","C","B"
"P13",0.716504547692,"B","D","D","B"
"P13",0.933034481566,"D","B","B","B"
"P13",0.633164910168,"C","D","C","B"
"P13",0.933089085462,"B","F","B","B"
"P13",1.18309535156,"E","B","E","B"
"P13",0.766450408453,"A","B","A","B"
"P13",0.983074711188,"F","E","E","B"
"P13",0.549855290354,"E","D","E","B"
"P13",0.549863413571,"B","E","E","B"
"P13",0.549869801469,"F","A","A","B"
"P13",0.766423356126,"F","B","F","B"
"P13",0.78311755281,"D","F","F","B"
"P13",0.749752407304,"A","D","A","B"
"P13",0.949718254305,"B","F","F","B"
"P13",0.683146535941,"C","F","C","B"
"P13",0.749800099999,"A","B","A","B"
"P13",0.716478587085,"C","E","C","B"
"P13",0.733144708893,"A","C","C","B"
"P13",1.09967607283,"F","E","E","B"
"P13",0.616538802946,"B","C","C","B"
"P13",0.916357087703,"C","A","A","B"
"P13",0.69980922922,"B","A","A","B"
"P13",0.833102658242,"C","B","C","B"
"P13",0.816430518453,"D","E","E","B"
"P13",0.816432689857,"A","F","A","B"
"P13",0.733119208429,"C","D","C","B"
"P13",0.549896171095,"F","C","C","B"
"P13",0.699803743566,"D","A","A","B"
"P13",0.666495000432,"E","F","E","B"
"P13",0.749797742132,"B","D","B","B"
"P13",0.649832322191,"E","B","B","B"
"P13",1.2163087484,"D","B","D","B"
"P13",0.733129764702,"D","C","C","B"
"P13",1.28292216253,"F","D","F","B"
"P13",0.599871820996,"E","C","C","B"
"P13",0.749796148164,"A","E","A","B"
"P13",0.633142723955,"E","A","A","B"
"P13",0.883080419393,"C","B","C","B"
"P13",0.916408229983,"E","D","D","B"
"P13",0.966342972071,"B","C","C","B"
"P13",0.766461286528,"E","B","E","B"
"P13",0.766451328745,"C","A","A","B"
"P13",0.699780528792,"A","C","C","B"
"P13",1.29963377556,"F","A","A","B"
"P13",0.516536087187,"A","F","A","B"
"P13",0.916407625478,"B","D","B","B"
"P13",1.049742642,"F","E","F","B"
"P13",0.783143889355,"B","E","E","B"
"P13",1.06638492348,"C","D","C","B"
"P13",1.2662904253,"D","C","C","B"
"P13",1.01642849441,"B","A","A","B"
"P13",0.883096476357,"D","A","A","B"
"P13",1.03303115829,"F","B","F","B"
"P13",0.96641254422,"D","F","F","B"
"P13",0.633173914579,"C","F","C","B"
"P13",0.516543034477,"C","E","C","B"
"P13",1.34960715781,"D","B","D","B"
"P13",0.583186902402,"A","D","A","B"
"P13",0.533213634431,"A","B","A","B"
"P13",0.949732816547,"F","D","F","B"
"P13",0.783108064195,"A","E","A","B"
"P13",0.899751623854,"E","F","E","B"
"P13",0.749760371124,"E","A","A","B"
"P13",0.849768452235,"D","E","D","B"
"P13",0.866401359383,"F","C","F","B"
"P13",1.09969436435,"B","F","F","B"
"P13",0.549844460402,"E","C","C","B"
"P13",0.499883096054,"D","C","C","B"
"P13",0.816415589297,"B","A","A","B"
"P13",0.59987120446,"F","D","F","B"
"P13",0.583208138254,"F","C","C","B"
"P13",0.949745838956,"B","D","D","B"
"P13",NA,"C","E",NA,"B"
"P13",0.683148692309,"B","F","F","B"
"P13",0.583178300996,"C","B","C","B"
"P13",0.583191290325,"B","C","C","B"
"P13",0.816325882039,"E","D","E","B"
"P13",0.666543532216,"E","A","A","B"
"P13",0.899771184535,"B","E","E","B"
"P13",NA,"F","B",NA,"B"
"P13",0.733133484962,"E","B","E","B"
"P13",0.549868646594,"A","C","A","B"
"P13",0.549646973906,"A","D","A","B"
"P13",0.799771945429,"D","B","B","B"
"P13",0.666492296703,"E","F","E","B"
"P13",0.683158328289,"C","A","A","B"
"P13",0.533201396976,"A","E","A","B"
"P13",0.866431734979,"A","F","A","B"
"P13",0.666499418428,"D","F","F","B"
"P13",0.916415538171,"C","D","C","B"
"P13",0.749743255528,"F","A","A","B"
"P13",0.916454394875,"C","F","C","B"
"P13",0.59984667842,"E","C","C","B"
"P13",1.68282857562,"D","E","E","B"
"P13",0.583207900663,"A","B","A","B"
"P13",0.666495893654,"D","A","A","B"
"P13",0.949728554941,"F","E","F","B"
"P13",0.69981423969,"D","F","F","B"
"P13",0.849746428425,"F","D","F","B"
"P13",0.966378066412,"B","E","E","B"
"P13",0.899738935275,"C","A","A","B"
"P13",0.916406043541,"E","B","E","B"
"P13",1.23295472006,"D","B","B","B"
"P13",0.916412999853,"E","F","F","B"
"P13",1.14966140983,"F","B","B","B"
"P13",1.08299922632,"E","D","E","B"
"P13",0.816450728751,"D","C","C","B"
"P13",0.633087804272,"D","A","A","B"
"P13",0.483217786265,"E","A","A","B"
"P13",0.399894040293,"A","E","A","B"
"P13",0.966396430114,"F","C","C","B"
"P13",0.549887792244,"C","D","C","B"
"P13",0.599849207716,"A","D","A","B"
"P13",1.08304181231,"C","E","C","B"
"P13",0.716511022807,"B","C","C","B"
"P13",0.799845484451,"F","A","A","B"
"P13",0.666496263577,"A","C","C","B"
"P13",1.58284437394,"B","D","B","B"
"P13",0.933102378545,"F","E","F","B"
"P13",0.899785304679,"A","F","A","B"
"P13",0.616519882858,"C","F","C","B"
"P13",0.583168920652,"E","C","C","B"
"P13",0.799782152833,"C","B","C","B"
"P13",0.749809799137,"B","F","F","B"
"P13",0.766429449292,"D","E","E","B"
"P13",0.716485435127,"A","B","A","B"
"P13",0.666495066596,"B","A","A","B"
"P14",0.933093474485,"C","A","A","B"
"P14",1.43290305486,"F","B","F","B"
"P14",1.18300252479,"B","C","C","B"
"P14",1.44961622845,"C","F","F","B"
"P14",0.73314452974,"B","A","A","B"
"P14",0.899761198788,"F","E","F","B"
"P14",1.3495653747,"B","E","E","B"
"P14",1.38294001098,"F","C","F","B"
"P14",NA,"D","B",NA,"B"
"P14",0.916421924647,"F","D","F","B"
"P14",0.649848713919,"A","C","A","B"
"P14",0.949715373569,"D","E","D","B"
"P14",0.833109958572,"C","B","C","B"
"P14",0.933090385787,"E","C","C","B"
"P14",0.899687403854,"D","F","D","B"
"P14",0.74977311148,"A","F","A","B"
"P14",0.93307641296,"C","E","E","B"
"P14",0.866396078225,"D","A","A","B"
"P14",0.999688026406,"D","C","D","B"
"P14",0.916361780738,"B","D","D","B"
"P14",0.833101718032,"C","D","C","B"
"P14",0.949734958384,"E","D","D","B"
"P14",0.699823300577,"A","E","A","B"
"P14",1.06638631589,"E","B","B","B"
"P14",0.666466297246,"A","B","A","B"
"P14",0.799761234878,"E","F","F","B"
"P14",0.716523172006,"F","A","A","B"
"P14",0.599845703416,"A","D","A","B"
"P14",0.549852704867,"E","A","A","B"
"P14",0.949756522131,"B","F","F","B"
"P14",0.649841688408,"D","A","A","B"
"P14",0.683202228554,"A","B","A","B"
"P14",0.783077534755,"F","B","B","B"
"P14",0.699797992496,"C","F","C","B"
"P14",1.04967611371,"E","C","E","B"
"P14",0.89975788152,"D","C","C","B"
"P14",1.16631653597,"F","E","F","B"
"P14",0.849773228772,"E","B","B","B"
"P14",1.13301376681,"E","F","F","B"
"P14",0.966404670642,"F","D","D","B"
"P14",1.08301982391,"C","E","C","B"
"P14",1.26626552582,"D","F","F","B"
"P14",0.666484348238,"E","A","A","B"
"P14",0.849758967226,"D","E","D","B"
"P14",0.883076031007,"C","B","B","B"
"P14",0.63313876437,"A","E","A","B"
"P14",0.599853339449,"C","A","A","B"
"P14",0.649845995143,"D","B","D","B"
"P14",0.599844957557,"B","C","C","B"
"P14",0.64979319554,"B","A","A","B"
"P14",0.749797168442,"B","E","B","B"
"P14",0.649848731964,"F","A","A","B"
"P14",0.916403263133,"F","C","F","B"
"P14",0.699803228547,"A","D","A","B"
"P14",0.716491927128,"B","D","D","B"
"P14",0.583198992489,"A","C","A","B"
"P14",0.716452291336,"C","D","D","B"
"P14",0.616511096909,"E","D","D","B"
"P14",0.69981920136,"A","F","A","B"
"P14",0.633141019992,"B","F","F","B"
"P14",0.616501677431,"E","C","C","B"
"P14",0.74987993173,"F","C","F","B"
"P14",0.933080217442,"D","B","B","B"
"P14",1.09974741844,"E","F","F","B"
"P14",0.533210760821,"A","E","A","B"
"P14",0.866430745633,"C","D","C","B"
"P14",0.966405822513,"F","D","D","B"
"P14",0.883098349636,"E","D","D","B"
"P14",0.683129477222,"D","C","C","B"
"P14",0.73312682461,"E","A","A","B"
"P14",0.933065179961,"B","C","B","B"
"P14",0.933049995113,"C","E","C","B"
"P14",0.783150941722,"A","C","C","B"
"P14",0.933004792445,"C","A","C","B"
"P14",1.13300284359,"C","F","C","B"
"P14",1.39963997263,"E","B","E","B"
"P14",1.48285077255,"F","B","B","B"
"P14",1.06634974173,"D","E","E","B"
"P14",1.08286986714,"F","E","F","B"
"P14",1.16632917647,"B","E","E","B"
"P14",0.599834545605,"A","F","A","B"
"P14",0.683114160044,"B","A","A","B"
"P14",0.549738540311,"A","D","A","B"
"P14",0.449851264276,"D","A","A","B"
"P14",0.483230309547,"F","A","A","B"
"P14",0.899758058962,"D","F","F","B"
"P14",0.7998129187,"B","D","B","B"
"P14",0.599853486816,"B","F","F","B"
"P14",0.783162929602,"C","B","C","B"
"P14",0.816465969429,"A","B","A","B"
"P14",1.08303019977,"D","F","D","B"
"P14",0.616529241133,"A","D","A","B"
"P14",0.833130421576,"F","C","C","B"
"P14",0.916370592703,"B","F","F","B"
"P14",0.63317246938,"E","A","A","B"
"P14",0.899702501485,"B","E","B","B"
"P14",0.599863044639,"A","E","A","B"
"P14",0.866417401373,"C","E","C","B"
"P14",0.599823634409,"C","F","C","B"
"P14",0.516578019714,"C","B","C","B"
"P14",0.733118265276,"D","C","C","B"
"P14",0.783147239495,"D","B","D","B"
"P14",0.766476652055,"A","B","A","B"
"P14",0.566540741799,"D","A","A","B"
"P14",0.933088328659,"E","B","E","B"
"P14",0.59978140014,"C","A","A","B"
"P14",1.04971978857,"B","D","D","B"
"P14",NA,"F","B",NA,"B"
"P14",0.399933678694,"B","A","A","B"
"P14",0.366584380568,"F","E","F","B"
"P14",0.466553523658,"C","D","D","B"
"P14",0.783110328493,"E","F","F","B"
"P14",0.966401130819,"E","C","E","B"
"P14",0.699855769506,"A","C","A","B"
"P14",1.0164100721,"D","E","D","B"
"P14",0.566396243637,"F","A","A","B"
"P14",0.849655713867,"B","C","C","B"
"P14",0.833059423613,"F","D","F","B"
"P14",0.699827971218,"A","F","A","B"
"P14",0.883075769355,"E","D","E","B"
"P14",0.666436180179,"B","C","C","B"
"P14",0.699816458523,"E","D","E","B"
"P14",0.833067390471,"B","D","D","B"
"P14",0.583153852979,"C","A","A","B"
"P14",0.899749505643,"C","D","C","B"
"P14",0.866424905076,"E","F","F","B"
"P14",0.633183837715,"A","F","A","B"
"P14",0.799795409057,"F","E","E","B"
"P14",0.883070870143,"E","C","E","B"
"P14",0.699856719874,"C","B","C","B"
"P14",0.949734104255,"F","D","D","B"
"P14",0.916399981955,"C","F","C","B"
"P14",0.533203948843,"D","A","A","B"
"P14",0.583146370328,"A","C","A","B"
"P14",0.533209118728,"B","A","A","B"
"P14",0.616502420282,"A","B","A","B"
"P14",1.03303756212,"C","E","E","B"
"P14",0.633190240675,"D","C","C","B"
"P14",0.666467840091,"F","C","C","B"
"P14",0.733097354155,"A","D","A","B"
"P14",0.466554871016,"F","A","A","B"
"P14",0.999689036924,"B","F","B","B"
"P14",0.516514754025,"A","E","E","B"
"P14",0.766470513755,"E","B","B","B"
"P14",1.01635472214,"D","E","E","B"
"P14",1.16628785347,"F","B","F","B"
"P14",0.78313124563,"E","A","A","B"
"P14",0.733173407719,"B","E","B","B"
"P14",0.799796900775,"D","F","F","B"
"P14",0.566504059368,"D","B","B","B"
"P14",0.566614398388,"D","A","A","B"
"P14",0.666475049059,"A","C","A","B"
"P14",0.683139531282,"C","D","D","B"
"P14",0.616543361328,"A","B","A","B"
"P14",0.766454534928,"D","E","E","B"
"P14",0.583126421606,"A","F","A","B"
"P14",0.93307222051,"F","D","D","B"
"P14",0.566510793152,"F","E","F","B"
"P14",0.699821841941,"D","C","C","B"
"P14",0.616480964805,"E","C","C","B"
"P14",0.64981834723,"E","D","E","B"
"P14",0.466547250021,"B","E","E","B"
"P14",0.649862578477,"F","C","C","B"
"P14",0.566535677176,"C","B","C","B"
"P14",0.583191359463,"B","A","A","B"
"P14",0.483213828467,"C","A","A","B"
"P14",0.549865101766,"B","C","B","B"
"P14",0.716482763288,"C","F","C","B"
"P14",0.883099393237,"B","D","D","B"
"P14",0.999724326885,"B","F","F","B"
"P14",0.749764997256,"E","B","E","B"
"P14",0.599845583116,"A","D","A","B"
"P14",0.716486811377,"D","B","B","B"
"P14",0.783117636709,"F","A","A","B"
"P14",0.716472546823,"E","A","A","B"
"P14",1.13299660905,"E","F","F","B"
"P14",0.916386589574,"F","B","F","B"
"P14",0.666503797715,"A","E","A","B"
"P14",0.966407984903,"C","E","E","B"
"P14",0.933083300125,"D","F","F","B"
"P15",1.44958237012,"F","C","C","B"
"P15",0.99973358496,"A","F","A","B"
"P15",1.06641521186,"D","E","E","B"
"P15",1.56619351812,"E","A","A","B"
"P15",1.36627536682,"C","B","C","B"
"P15",0.916393042184,"C","D","C","B"
"P15",1.58286319478,"B","E","E","B"
"P15",1.24963858603,"D","C","C","B"
"P15",1.19965505652,"E","C","C","B"
"P15",1.01640214283,"E","F","E","B"
"P15",0.749919367827,"B","D","B","B"
"P15",1.16629449142,"B","C","C","B"
"P15",1.23298186261,"F","D","D","B"
"P15",1.48292269185,"B","A","A","B"
"P15",0.799798275959,"D","A","A","B"
"P15",1.36630098457,"F","B","F","B"
"P15",1.68282553505,"B","F","F","B"
"P15",1.03302351327,"E","B","E","B"
"P15",1.31628618023,"D","B","B","B"
"P15",0.983063240639,"A","B","A","B"
"P15",0.899754083975,"C","F","C","B"
"P15",1.21632370462,"A","E","A","B"
"P15",0.999685326857,"F","E","E","B"
"P15",1.54957471006,"C","A","A","B"
"P15",NA,"C","E",NA,"B"
"P15",0.983064533859,"A","D","A","B"
"P15",1.03301589832,"A","C","A","B"
"P15",1.14967644726,"D","F","F","B"
"P15",1.4661023402,"F","A","A","B"
"P15",1.46621994489,"E","D","E","B"
"P15",1.48286953155,"D","F","F","B"
"P15",0.983024519272,"E","D","E","B"
"P15",1.18296769585,"F","D","D","B"
"P15",0.733146450228,"B","A","A","B"
"P15",0.866418120097,"E","A","A","B"
"P15",0.483188267801,"C","A","A","B"
"P15",0.53320383304,"D","A","A","B"
"P15",1.04970823938,"B","E","E","B"
"P15",1.0496939418,"B","C","C","B"
"P15",1.08300708187,"B","F","F","B"
"P15",0.999703019892,"C","F","C","B"
"P15",1.04975520126,"E","C","E","B"
"P15",0.699799924061,"A","F","A","B"
"P15",0.933067284204,"D","E","E","B"
"P15",0.666493779392,"F","C","C","B"
"P15",1.21631115439,"C","E","C","B"
"P15",0.649833615409,"F","E","E","B"
"P15",0.783112788953,"D","C","C","B"
"P15",0.849774352921,"E","F","E","B"
"P15",0.933139722485,"A","E","A","B"
"P15",0.683152009564,"F","A","A","B"
"P15",0.783062705308,"C","B","C","B"
"P15",0.916606573612,"E","B","E","B"
"P15",1.18296313049,"B","D","B","B"
"P15",1.03301236753,"A","C","A","B"
"P15",0.816455673055,"A","B","A","B"
"P15",1.03304504686,"D","B","B","B"
"P15",0.649801290963,"A","D","A","B"
"P15",0.933044848367,"C","D","C","B"
"P15",0.833053371578,"F","B","F","B"
"P15",0.816462764706,"B","A","A","B"
"P15",1.14966855562,"D","F","F","B"
"P15",1.56606313763,"E","B","E","B"
"P15",0.866438288291,"B","E","E","B"
"P15",0.916419414818,"A","C","A","B"
"P15",0.849720046766,"F","E","E","B"
"P15",0.899763635747,"C","D","C","B"
"P15",1.09969774476,"D","B","B","B"
"P15",0.866451331753,"E","F","E","B"
"P15",1.13302371176,"D","C","C","B"
"P15",1.11632949403,"E","D","E","B"
"P15",0.866426748571,"C","F","C","B"
"P15",1.18306473536,"B","F","F","B"
"P15",0.799718156562,"C","A","A","B"
"P15",0.766442095764,"E","C","C","B"
"P15",0.866429347037,"B","C","C","B"
"P15",0.716463375225,"A","D","A","B"
"P15",0.583185558058,"F","A","A","B"
"P15",0.533203015002,"D","A","A","B"
"P15",0.749788539228,"B","D","B","B"
"P15",0.866405948806,"F","D","F","B"
"P15",0.933011985579,"A","E","A","B"
"P15",0.816433802627,"A","F","A","B"
"P15",0.716546405869,"D","E","E","B"
"P15",0.566502979289,"C","B","C","B"
"P15",0.566534260141,"E","A","A","B"
"P15",0.599846197223,"F","B","F","B"
"P15",0.816433989092,"C","E","C","B"
"P15",0.649798139119,"F","C","C","B"
"P15",0.79975294414,"A","B","A","B"
"P15",0.466528786517,"F","A","A","B"
"P15",0.61646096623,"F","D","F","B"
"P15",0.766462706059,"C","D","C","B"
"P15",0.749781691184,"B","D","D","B"
"P15",0.883079908121,"E","B","B","B"
"P15",1.06635947715,"F","B","B","B"
"P15",1.26630014549,"B","E","E","B"
"P15",0.766476323952,"C","A","A","B"
"P15",0.783098834223,"E","C","C","B"
"P15",1.0163526246,"C","E","C","B"
"P15",0.849743769808,"D","E","E","B"
"P15",0.816429790642,"A","B","A","B"
"P15",1.3162593685,"A","F","A","B"
"P15",0.699857496344,"A","E","E","B"
"P15",0.733098992116,"C","B","C","B"
"P15",0.533217056951,"D","A","A","B"
"P15",0.583175242384,"F","E","E","B"
"P15",0.549882745683,"B","C","C","B"
"P15",0.499889859888,"D","C","C","B"
"P15",0.69983071469,"A","D","A","B"
"P15",0.53318912644,"B","A","A","B"
"P15",0.649685421593,"B","F","B","B"
"P15",0.483233671801,"E","A","A","B"
"P15",0.816320946757,"D","F","D","B"
"P15",0.633137803708,"F","C","C","B"
"P15",0.516545082575,"E","F","E","B"
"P15",0.583190586573,"C","F","C","B"
"P15",0.766440504807,"D","B","D","B"
"P15",0.51649997331,"A","C","C","B"
"P15",0.733130257928,"E","D","E","B"
"P15",0.516538745804,"C","A","A","B"
"P15",0.849770298832,"A","C","A","B"
"P15",0.599833292104,"A","D","A","B"
"P15",0.699835610876,"B","C","C","B"
"P15",0.933059380533,"B","E","E","B"
"P15",0.566538446559,"E","A","A","B"
"P15",0.516528261713,"B","A","A","B"
"P15",0.616482746436,"C","F","C","B"
"P15",0.449891569644,"D","C","C","B"
"P15",0.533219535118,"F","E","E","B"
"P15",0.516519636245,"D","E","E","B"
"P15",0.499757668898,"E","C","C","B"
"P15",0.616509627336,"E","D","E","B"
"P15",0.749825717754,"C","D","C","B"
"P15",0.533267976676,"A","B","A","B"
"P15",0.516559837295,"C","B","C","B"
"P15",0.51652404221,"A","F","A","B"
"P15",0.549736621017,"E","F","E","B"
"P15",0.63315925309,"B","F","F","B"
"P15",0.783106437146,"D","F","F","B"
"P15",0.533183592666,"F","C","C","B"
"P15",0.649836403349,"F","D","F","B"
"P15",0.666528380507,"A","E","A","B"
"P15",0.783132412793,"D","B","B","B"
"P15",0.6997748266,"F","B","F","B"
"P15",1.01635945459,"D","A","A","B"
"P15",0.583192800081,"B","D","B","B"
"P15",0.749794848931,"C","E","E","B"
"P15",0.94974945696,"E","B","E","B"
"P15",0.699840681496,"F","A","A","B"
"P15",0.666484281757,"E","C","C","B"
"P15",0.733078853998,"A","B","A","B"
"P15",0.683152914817,"D","A","A","B"
"P15",0.916384858818,"F","C","C","B"
"P15",0.633136862367,"B","D","B","B"
"P15",0.816468704488,"C","D","C","B"
"P15",1.06637076123,"D","F","F","B"
"P15",0.86640926606,"D","E","E","B"
"P15",0.56650698526,"A","F","A","B"
"P15",0.833110886719,"D","B","B","B"
"P15",0.499899011666,"D","C","C","B"
"P15",0.716476996124,"C","E","C","B"
"P15",0.599856982064,"F","A","A","B"
"P15",0.916413053988,"E","B","E","B"
"P15",0.633184001685,"E","F","E","B"
"P15",0.649817065221,"E","D","E","B"
"P15",0.599871384909,"B","A","A","B"
"P15",0.49989161626,"E","A","A","B"
"P15",0.549897079356,"A","D","A","B"
"P15",0.816400389469,"A","E","A","B"
"P15",0.616516538536,"B","C","C","B"
"P15",0.633147505854,"C","F","C","B"
"P15",0.749792424898,"A","C","A","B"
"P15",0.766461009838,"F","B","F","B"
"P15",0.666502401853,"B","E","E","B"
"P15",0.616501750732,"B","F","B","B"
"P15",0.866439635643,"C","B","C","B"
"P15",0.683151029123,"F","E","E","B"
"P15",0.66651214911,"F","D","F","B"
"P15",0.766463130116,"C","A","C","B"
"P16",0.683155567252,"C","A","A","B"
"P16",0.833093098548,"D","C","C","B"
"P16",0.966414908159,"F","B","F","B"
"P16",0.999767628815,"A","C","C","B"
"P16",0.816460086766,"E","F","E","B"
"P16",0.699814518688,"A","D","A","B"
"P16",1.43290749694,"D","E","E","B"
"P16",1.1163375343,"B","D","B","B"
"P16",0.499831793746,"A","E","E","B"
"P16",0.49987205209,"E","C","E","B"
"P16",0.883119227675,"D","F","D","B"
"P16",0.948691748182,"B","C","C","B"
"P16",0.583171070894,"C","E","E","B"
"P16",0.849800007519,"B","F","F","B"
"P16",0.649823309599,"E","D","E","B"
"P16",0.649821944196,"F","A","A","B"
"P16",0.716435852362,"A","B","A","B"
"P16",0.549861228111,"B","A","A","B"
"P16",0.483226986264,"C","F","F","B"
"P16",0.483221554725,"D","B","B","B"
"P16",0.716493815836,"F","E","E","B"
"P16",0.849796720325,"F","C","F","B"
"P16",0.483263388997,"E","A","E","B"
"P16",0.733106373636,"D","A","A","B"
"P16",0.483212607424,"E","B","E","B"
"P16",0.449894617334,"A","F","F","B"
"P16",0.516529033616,"C","D","C","B"
"P16",0.549851156006,"B","E","E","B"
"P16",0.633183618168,"F","D","F","B"
"P16",0.583241088413,"C","B","C","B"
